film,IMDb ID,Genres
Suicide Squad,tt1386697,"Adventure, Action, Fantasy, Sci-Fi"
Passengers,tt1355644,"Sci-Fi, Drama, Romance, Thriller"
Trolls,tt1679335,"Animation, Comedy, Family, Musical, Adventure, Fantasy"
Jim: The James Foley Story,tt5278466,"Biography, War, Documentary"
"Hail, Caesar!",tt0475290,"Mystery, Drama, Comedy"
Blind Vaysha,tt5559726,"Animation, Drama, Mystery, Fantasy, Short"
Borrowed Time,tt27687871,Documentary
Pear Cider and Cigarettes,tt5358978,"Animation, Drama, Short"
Pearl,tt18925334,"Horror, Drama, Thriller"
Piper,tt5613056,"Animation, Short, Family"
Ennemis Intérieurs,tt5467670,"Drama, Short"
La Femme et le TGV,tt4661660,"Drama, Family, Romance, Biography, Short"
Silent Nights,tt6460636,"Drama, Short, Romance"
Sing,tt3470600,"Family, Animation, Musical, Comedy"
Timecode,tt0220100,"Drama, Romance"
Deepwater Horizon,tt1860357,"Thriller, Action, Drama, History"
Sully,tt3263904,"Biography, Drama"
Rogue One: A Star Wars Story,tt3748528,"Adventure, Action, Sci-Fi"
13 Hours: The Secret Soldiers of Benghazi,tt4172430,"Drama, History, Action, Thriller, War"
Doctor Strange,tt1211837,"Adventure, Action, Fantasy, Sci-Fi"
The Jungle Book,tt3040964,"Animation, Drama, Action, Family, Adventure, Fantasy"
The Lobster,tt3464902,"Sci-Fi, Drama, Romance, Thriller"
20th Century Women,tt4385888,"Drama, Comedy"
Call Me by Your Name,tt5726616,"Drama, Romance"
Phantom Thread,tt5776858,"Drama, Romance"
Get Out,tt5052448,"Horror, Mystery, Thriller"
Darkest Hour,tt4555426,"Biography, War, Drama, History"
"Roman J. Israel, Esq.",tt6000478,"Crime, Drama, Thriller"
The Florida Project,tt5649144,Drama
"Three Billboards outside Ebbing, Missouri",tt5027774,"Crime, Drama, Comedy"
The Shape of Water,tt5580390,"Fantasy, Drama, Romance, Sci-Fi"
All the Money in the World,tt5294550,"Drama, History, Mystery, Crime, Thriller, Biography"
"I, Tonya",tt5580036,"Biography, Sport, Drama, Comedy"
Lady Bird,tt4925292,"Drama, Comedy"
The Post,tt6294822,"Drama, History, War, Thriller, Biography"
Mudbound,tt2396589,"War, Drama"
The Boss Baby,tt3874544,"Animation, Comedy, Family, Adventure, Fantasy"
The Breadwinner,tt3901826,"War, Animation, Drama, Family"
Coco,tt2380307,"Animation, Drama, Mystery, Family, Adventure, Fantasy, Music"
Ferdinand,tt3411444,"Animation, Drama, Comedy, Family, Adventure"
Loving Vincent,tt3262342,"Animation, Mystery, Drama"
Blade Runner 2049,tt1856101,"Mystery, Action, Drama"
Dunkirk,tt5013056,"Drama, History, Action, Thriller, War"
Victoria & Abdul,tt5816682,"Biography, History, Drama, Comedy"
Abacus: Small Enough to Jail,tt5952382,Documentary
Faces Places,tt5598102,"Adventure, Documentary"
Icarus,tt6333060,"Sport, Documentary"
Last Men in Aleppo,tt6333074,"War, Documentary"
Strong Island,tt5873150,"Crime, Documentary"
Edith+Eddie,tt6519356,"Documentary, Short"
Heaven Is a Traffic Jam on the 405,tt5095260,"Biography, Documentary, Short"
Heroin(e),tt7389366,"Documentary, Short"
Knife Skills,tt5745110,"Documentary, Short"
Traffic Stop,tt7874708,"Documentary, Short"
Baby Driver,tt3890160,"Crime, Action, Drama, Music"
A Fantastic Woman,tt5639354,Drama
The Insult,tt7048622,"Crime, Drama, Thriller"
Loveless,tt6304162,Drama
On Body and Soul,tt5607714,"Fantasy, Mystery, Drama, Romance"
Wonder,tt2543472,"Drama, Family"
Star Wars: The Last Jedi,tt2527336,"Adventure, Action, Fantasy, Sci-Fi"
Marshall,tt5301662,"Biography, History, Drama, Crime"
The Greatest Showman,tt1485796,"Biography, Drama, Musical"
Dear Basketball,tt6794476,"Biography, Animation, Sport, Short"
Garden Party,tt0828393,Drama
Lou,tt5315210,"Drama, Mystery, Action, Crime, Thriller, Adventure"
Negative Space,tt7090150,"Animation, Drama, Short"
Revolting Rhymes,tt11714896,"Animation, Drama, Comedy, Family, Fantasy"
DeKalb Elementary,tt5926890,"Drama, Short"
The Eleven O'Clock,tt6023474,"Short, Comedy"
My Nephew Emmett,tt6598290,"Drama, Short, History"
The Silent Child,tt6186970,"Drama, Short"
Watu Wote/All of Us,Not found,N/A
Guardians of the Galaxy Vol. 2,tt3896198,"Adventure, Action, Comedy, Sci-Fi"
Kong: Skull Island,tt3731562,"Adventure, Action, Fantasy, Sci-Fi"
War for the Planet of the Apes,tt3450958,"Drama, Action, Thriller, Adventure, Sci-Fi"
The Disaster Artist,tt3521126,"Biography, Drama, Comedy"
Logan,tt3315342,"Thriller, Action, Drama, Sci-Fi"
Molly's Game,tt4209788,"Biography, Drama, Crime"
The Big Sick,tt5462602,"Drama, Comedy, Romance"
CARNE y ARENA,tt6212516,"Drama, Short"
Vice,tt6266538,"Biography, History, Drama, Comedy"
A Star Is Born,tt1517451,"Romance, Drama, Music"
At Eternity's Gate,tt6938828,"Biography, Drama, History"
Bohemian Rhapsody,tt1727824,"Biography, Drama, Music"
Green Book,tt6966692,"Biography, Drama, Comedy, Music"
BlacKkKlansman,tt7349662,"Biography, Drama, Crime, Comedy"
Can You Ever Forgive Me?,tt4595882,"Biography, Drama, Crime, Comedy"
Roma,tt6155172,Drama
The Wife,tt3750872,Drama
The Favourite,tt5083738,"Biography, History, Drama, Comedy"
If Beale Street Could Talk,tt7125860,"Drama, Romance"
Incredibles 2,tt3606756,"Animation, Comedy, Action, Family, Adventure, Sci-Fi"
Isle of Dogs,tt5104604,"Animation, Drama, Comedy, Adventure, Fantasy, Sci-Fi"
Mirai,tt6900448,"Animation, Drama, Family, Adventure, Fantasy"
Ralph Breaks the Internet,tt5848272,"Animation, Sport, Comedy, Family, Adventure, Fantasy, Sci-Fi"
Spider-Man: Into the Spider-Verse,tt4633694,"Adventure, Animation, Action, Comedy"
Cold War,tt6543652,"Romance, Drama, Music"
Never Look Away,tt5311542,"Drama, War, Thriller, Romance, Biography"
The Ballad of Buster Scruggs,tt6412452,"Drama, Comedy, Mystery, Musical, Western"
Black Panther,tt1825683,"Adventure, Action, Sci-Fi"
Mary Poppins Returns,tt5028340,"Comedy, Family, Musical, Adventure, Fantasy, Music"
Mary Queen of Scots,tt2328900,"Biography, Drama, History"
Free Solo,tt7775622,"Adventure, Sport, Documentary"
"Hale County This Morning, This Evening",tt6634646,Documentary
Minding the Gap,tt7476236,"Sport, Documentary"
Of Fathers and Sons,tt7519174,"War, Documentary"
RBG,tt7689964,"Biography, Documentary"
Black Sheep,tt0115697,Comedy
End Game,tt0415778,"Thriller, Action"
Lifeboat,tt0037017,"War, Drama"
A Night at The Garden,tt7535612,"Documentary, History, Short"
Period. End of Sentence.,tt6939026,"Documentary, Short"
Capernaum,tt8267604,Drama
Shoplifters,tt8075192,"Crime, Drama, Thriller"
Border,tt5501104,"Drama, Mystery, Crime, Thriller, Romance, Fantasy, Sci-Fi"
First Man,tt1213641,"Biography, Drama, History"
Animal Behaviour,tt8615478,"Animation, Short, Comedy"
Bao,tt8075496,"Animation, Drama, Family, Fantasy, Short"
Late Afternoon,tt7077824,"Animation, Drama, Family, Fantasy, Short"
One Small Step,tt8783042,"Animation, Family, Adventure, Fantasy, Short"
Weekends,tt7375186,"Fantasy, Animation, Drama, Short"
Detainment,tt6813264,"Crime, Drama, Short"
Fauve,tt7467476,"Drama, Short"
Marguerite,tt4428788,"Drama, Comedy, Music"
Mother,tt1216496,"Crime, Mystery, Drama, Thriller"
Skin,tt6043142,"Biography, Drama, Crime, Romance"
A Quiet Place,tt6644200,"Horror, Drama, Sci-Fi"
Avengers: Infinity War,tt4154756,"Adventure, Action, Sci-Fi"
Christopher Robin,tt4575576,"Drama, Comedy, Family, Musical, Adventure, Fantasy"
Ready Player One,tt1677720,"Adventure, Action, Sci-Fi"
Solo: A Star Wars Story,tt3778644,"Adventure, Action, Sci-Fi"
First Reformed,tt6053438,"Thriller, Mystery, Drama"
Pain and Glory,tt8291806,Drama
Once upon a Time...in Hollywood,tt7131622,"Drama, Comedy"
Marriage Story,tt7653254,"Drama, Romance"
Joker,tt7286456,"Crime, Drama, Thriller"
The Two Popes,tt8404614,"Biography, Drama, Comedy"
A Beautiful Day in the Neighborhood,tt3224458,"Biography, Drama, Family"
The Irishman,tt1302006,"Drama, History, Crime, Thriller, Biography"
Harriet,tt4648786,"Biography, Action, Drama, History"
Bombshell,tt6394270,"Biography, Drama"
Judy,tt7549996,"Biography, Romance, Drama, Music"
Richard Jewell,tt3513548,"Biography, Drama, Crime"
Jojo Rabbit,tt2584384,"War, Drama, Comedy"
How to Train Your Dragon: The Hidden World,tt2386490,"Animation, Drama, Comedy, Action, Family, Adventure, Fantasy"
I Lost My Body,tt9806192,"Fantasy, Animation, Drama, Romance"
Klaus,tt4729430,"Animation, Comedy, Family, Adventure, Fantasy"
Missing Link,tt6348138,"Animation, Comedy, Family, Adventure, Fantasy"
Toy Story 4,tt1979376,"Animation, Comedy, Family, Adventure, Fantasy"
The Lighthouse,tt7984734,"Drama, Mystery, Horror, Thriller, Fantasy"
1917,tt8579674,"War, Action, Drama"
Parasite,tt6751668,"Thriller, Drama"
American Factory,tt9351980,Documentary
The Cave,tt0402901,"Adventure, Thriller, Horror, Sci-Fi"
The Edge of Democracy,tt6016744,"Documentary, History"
For Sama,tt9617456,"Biography, War, Documentary"
Honeyland,tt8991268,"Drama, Documentary"
In the Absence,tt9464764,"Documentary, Short"
Learning to Skateboard in a Warzone (If You're a Girl),tt10397932,"Sport, Documentary, Short"
Life Overtakes Me,tt9204606,"Documentary, Short"
St. Louis Superman,tt10009148,"Drama, Documentary, Short"
Walk Run Cha-Cha,tt10182854,"Documentary, Short"
Ford v Ferrari,tt1950186,"Biography, Sport, Action, Drama"
Corpus Christi,tt8649186,Drama
Maleficent: Mistress of Evil,tt4777008,"Drama, Family, Romance, Adventure, Fantasy"
Star Wars: The Rise of Skywalker,tt2527338,"Adventure, Action, Fantasy, Sci-Fi"
Rocketman,tt2066051,"Biography, Drama, Musical, Music"
Breakthrough,tt7083526,"Biography, Drama"
Frozen II,tt4520988,"Animation, Drama, Comedy, Family, Adventure"
Dcera (Daughter),Not found,N/A
Hair Love,tt7129636,"Animation, Drama, Comedy, Family, Short"
Kitbull,tt9536832,"Animation, Drama, Comedy, Family, Fantasy, Short, Sci-Fi"
Memorable,tt10499942,"Animation, Drama, Short, Family"
Sister,tt3082920,"Drama, Family"
Brotherhood,tt0457229,"Crime, Drama"
Nefta Football Club,tt8551848,"Drama, Short, Comedy"
The Neighbors' Window,tt8163822,"Drama, Short"
Saria,tt11421246,"Drama, Short"
A Sister,tt8767544,"Thriller, Drama, Short"
Ad Astra,tt2935510,"Drama, Mystery, Thriller, Adventure, Sci-Fi"
Avengers: Endgame,tt4154796,"Adventure, Action, Sci-Fi"
Knives Out,tt8946378,"Drama, Comedy, Mystery, Crime, Thriller"
Sound of Metal,tt5363618,"Drama, Music"
Ma Rainey's Black Bottom,tt10514222,"Drama, Music"
The Father,tt10272386,"Mystery, Drama"
Mank,tt10618286,"Biography, Drama"
Minari,tt10633456,Drama
The Trial of the Chicago 7,tt1070874,"Thriller, Drama, History"
Judas and the Black Messiah,tt9784798,"Biography, Drama, History"
One Night in Miami...,tt10612922,Drama
The United States vs. Billie Holiday,tt8521718,"Biography, Drama, Music"
Pieces of a Woman,tt11161474,Drama
Nomadland,tt9770150,Drama
Promising Young Woman,tt9620292,"Crime, Mystery, Drama, Thriller"
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,tt13143964,Comedy
Hillbilly Elegy,tt6772802,"Biography, Drama"
Onward,tt7146812,"Adventure, Animation, Comedy"
Over the Moon,tt7488208,"Animation, Comedy, Family, Musical, Adventure, Fantasy, Sci-Fi"
A Shaun the Sheep Movie: Farmageddon,tt6193408,"Animation, Comedy, Family, Adventure, Fantasy, Sci-Fi"
Soul,tt2948372,"Animation, Drama, Comedy, Family, Adventure, Fantasy, Music"
Wolfwalkers,tt5198068,"Animation, Drama, Action, Family, Adventure"
News of the World,tt6878306,"Adventure, Western, Action, Drama"
Pinocchio,tt4593060,"Drama, Comedy, Family, Musical, Adventure, Fantasy"
Another Round,tt10288566,"Drama, Comedy"
Collective,tt10706602,"Crime, Documentary"
Crip Camp,tt8923484,"Documentary, History"
The Mole Agent,tt11394298,Documentary
My Octopus Teacher,tt12888462,"Drama, Documentary"
Time,tt13138834,"Crime, Drama"
Colette,tt5437928,"Biography, Drama, History, Romance"
A Concerto Is a Conversation,tt13793326,"Drama, History, Documentary, Short, Music"
Do Not Split,tt11512676,"Documentary, Short"
Hunger Ward,tt12979636,"War, Documentary, Short"
A Love Song for Latasha,tt8993180,"Biography, Drama, Documentary, Short"
Better Days,tt9586294,"Crime, Drama, Romance, Thriller"
The Man Who Sold His Skin,tt10360862,Drama
"Quo Vadis, Aida?",tt8633462,"War, Drama, History"
Da 5 Bloods,tt9777644,"Adventure, War, Drama"
Eurovision Song Contest: The Story of Fire Saga,tt8580274,"Comedy, Music"
The Life Ahead (La Vita Davanti a Se),tt32238495,Talk-Show
Tenet,tt6723592,"Thriller, Action, Sci-Fi"
Burrow,tt27603877,"Drama, Short, Sci-Fi"
Genius Loci,tt11884670,"Fantasy, Animation, Short"
If Anything Happens I Love You,tt11768948,"Animation, Drama, Short"
Opera,tt0093677,"Crime, Mystery, Thriller, Horror"
Yes-People,tt12706728,"Family, Animation, Short, Comedy"
Feeling Through,tt9280166,"Drama, Short"
The Letter Room,tt11962160,"Drama, Short, Comedy"
The Present,tt20255354,Comedy
Two Distant Strangers,tt13472984,"Drama, Short, Sci-Fi"
White Eye,tt10538710,"Drama, Short"
Greyhound,tt6048922,"War, Drama, History"
Love and Monsters,tt2222042,"Comedy, Action, Adventure, Fantasy, Sci-Fi"
The Midnight Sky,tt10539608,"Adventure, Drama, Sci-Fi, Thriller"
The One and Only Ivan,tt3661394,"Drama, Comedy, Family, Adventure, Fantasy"
The White Tiger,tt6571548,"Crime, Drama"
Being the Ricardos,tt4995540,"Biography, Drama"
The Power of the Dog,tt10293406,"Western, Drama"
"tick, tick...BOOM!",tt8721424,"Biography, Musical, Drama, Comedy"
King Richard,tt9620288,"Biography, Sport, Drama"
The Tragedy of Macbeth,tt10095582,"Thriller, Mystery, Drama"
Belfast,tt12789558,"Biography, Drama, Romance"
CODA,tt10366460,"Drama, Comedy, Music"
The Eyes of Tammy Faye,tt9115530,"Biography, Drama, Romance"
The Lost Daughter,tt9100054,Drama
Parallel Mothers,tt12618926,Drama
Spencer,tt12536294,"Biography, Drama"
West Side Story,tt3581652,"Crime, Drama, Musical, Romance"
Encanto,tt2953050,"Animation, Comedy, Family, Musical, Fantasy"
Flee,tt8430054,"Biography, Animation, Drama, Documentary"
Luca,tt12801262,"Animation, Drama, Comedy, Family, Adventure, Fantasy"
The Mitchells vs. the Machines,tt7979580,"Animation, Comedy, Family, Adventure, Sci-Fi"
Raya and the Last Dragon,tt5109280,"Animation, Drama, Comedy, Action, Adventure"
Dune,tt0087182,"Adventure, Action, Sci-Fi"
Nightmare Alley,tt7740496,"Crime, Drama, Thriller"
Cruella,tt3228774,"Adventure, Drama, Crime, Comedy"
Cyrano,tt12889404,"Drama, Musical, Romance"
Drive My Car,tt14039582,Drama
Licorice Pizza,tt11271038,"Drama, Comedy, Romance"
Ascension,tt3696720,"Drama, Sci-Fi"
Attica,tt0080392,Drama
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",tt11422728,"Documentary, History, Music"
Writing with Fire,tt13630174,Documentary
Audible,tt12771540,"Sport, Documentary, Short"
Lead Me Home,tt15339848,"Documentary, Short"
The Queen of Basketball,tt14513236,"Biography, Sport, Documentary, Short"
Three Songs for Benazir,tt14608922,"Documentary, Short"
When We Were Bullies,tt13796488,"Documentary, Short"
Don't Look Up,tt11286314,"Drama, Comedy, Sci-Fi"
The Hand of God,tt12680684,Drama
Lunana: A Yak in the Classroom,tt10189300,"Drama, Family"
The Worst Person in the World,tt10370710,"Drama, Comedy, Romance"
Coming 2 America,tt6802400,"Comedy, Music"
House of Gucci,tt11214590,"Biography, Drama, Crime"
No Time to Die,tt2382320,"Adventure, Action, Thriller"
Four Good Days,tt10344522,Drama
Affairs of the Art,tt14293560,"Fantasy, Animation, Short, Comedy"
Bestia,tt14825950,"Animation, History, Thriller, Horror, Short"
Boxballet,tt14825972,"Animation, Sport, Drama, Romance, Short"
Robin Robin,tt11332850,"Animation, Comedy, Family, Musical, Adventure, Short"
The Windshield Wiper,tt9464038,"Animation, Drama, Romance, Fantasy, Short"
Ala Kachuu - Take and Run,tt7914938,"Drama, Short"
The Dress,tt0116729,"Drama, Comedy"
The Long Goodbye,tt0070334,"Drama, Comedy, Mystery, Crime, Thriller"
On My Mind,tt15289736,"Drama, Short"
Please Hold,tt11383280,"Drama, Short, Comedy, Sci-Fi"
Free Guy,tt6264654,"Comedy, Action, Romance, Adventure, Fantasy, Sci-Fi"
Shang-Chi and the Legend of the Ten Rings,tt9376612,"Adventure, Action, Fantasy, Sci-Fi"
Spider-Man: No Way Home,tt10872600,"Adventure, Action, Fantasy, Sci-Fi"
Elvis,tt3704428,"Biography, Drama, Music"
The Banshees of Inisherin,tt11813216,"Drama, Comedy"
The Whale,tt13833688,Drama
Aftersun,tt19770238,Drama
Living,tt9051908,Drama
Causeway,tt10192406,Drama
The Fabelmans,tt14208870,Drama
Everything Everywhere All at Once,tt6710474,"Drama, Comedy, Action, Adventure, Fantasy, Sci-Fi"
Tár,tt14444726,"Drama, Music"
Blonde,tt1655389,"Drama, History"
To Leslie,tt8129806,Drama
Black Panther: Wakanda Forever,tt9114286,"Adventure, Action, Drama, Sci-Fi"
Guillermo del Toro's Pinocchio,tt1488589,"Animation, Drama, Family, Musical, Adventure, Fantasy"
Marcel the Shell with Shoes On,tt15339456,"Animation, Drama, Comedy, Family, Fantasy"
Puss in Boots: The Last Wish,tt3915174,"Animation, Comedy, Action, Family, Adventure"
The Sea Beast,tt9288046,"Animation, Comedy, Action, Family, Adventure, Fantasy"
Turning Red,tt8097030,"Animation, Drama, Comedy, Family, Adventure, Fantasy"
All Quiet on the Western Front,tt1016150,"War, Drama, History"
"Bardo, False Chronicle of a Handful of Truths",tt14176542,"Drama, Comedy"
Empire of Light,tt14402146,"Drama, Romance"
Babylon,tt10640346,"History, Drama, Comedy"
Mrs. Harris Goes to Paris,tt5151570,"Drama, Comedy"
Triangle of Sadness,tt7322224,"Drama, Comedy"
All That Breathes,tt16377862,Documentary
All the Beauty and the Bloodshed,tt21374850,"Documentary, History"
Fire of Love,tt16227014,"Biography, Documentary"
A House Made of Splinters,tt16377920,Documentary
Navalny,tt17041964,"Biography, Documentary"
The Elephant Whisperers,tt23628262,"Documentary, Short"
Haulout,tt17162620,"Documentary, Short"
How Do You Measure a Year?,tt15026956,"Documentary, Short"
The Martha Mitchell Effect,tt16379454,"Documentary, History, Short"
Stranger at the Gate,tt20784118,"Documentary, Short"
Top Gun: Maverick,tt1745960,"Action, Drama"
"Argentina, 1985",tt15301048,"Biography, History, Drama, Crime"
Close,tt9660502,Drama
EO,tt19652910,Drama
The Quiet Girl,tt15109082,Drama
The Batman,tt1877830,"Drama, Mystery, Action, Crime, Thriller"
Tell It like a Woman,tt5850650,"Action, Drama, Comedy"
RRR,tt8178634,"Adventure, Action, Drama"
Avatar: The Way of Water,tt1630029,"Adventure, Action, Fantasy, Sci-Fi"
Women Talking,tt13669038,Drama
"The Boy, the Mole, the Fox and the Horse",tt22667880,"Animation, Drama, Comedy, Family, Adventure, Fantasy, Short"
The Flying Sailor,tt20240228,"Animation, Short"
Ice Merchants,tt19781688,"Fantasy, Animation, Drama, Short"
My Year of Dicks,tt17663790,"Animation, Short, Comedy, Romance"
An Ostrich Told Me the World Is Fake and I Think I Believe It,tt20115114,"Fantasy, Animation, Short, Comedy"
An Irish Goodbye,tt14625872,"Drama, Short, Comedy"
Ivalu,tt22054902,"Drama, Short"
Le Pupille,tt20215392,"Drama, Short, Comedy"
Night Ride,tt15298578,"Crime, Drama, Thriller"
The Red Suitcase,tt28495418,"Mystery, Drama"
Glass Onion: A Knives Out Mystery,tt11564570,"Drama, Comedy, Mystery, Crime, Thriller"
Welcome to Chechnya,tt11394200,Documentary
Rustin,tt14160834,"Biography, Drama, History"
The Holdovers,tt14849194,"Drama, Comedy"
Oppenheimer,tt15398776,"Biography, Drama, History"
American Fiction,tt23561236,"Drama, Comedy"
Killers of the Flower Moon,tt5537002,"Drama, History, Mystery, Crime, Romance"
Barbie,tt1517268,"Adventure, Fantasy, Comedy"
Poor Things,tt14230458,"Sci-Fi, Drama, Comedy, Romance"
Nyad,tt5302918,"Biography, Sport, Drama"
Anatomy of a Fall,tt17009710,"Crime, Drama, Thriller"
The Color Purple,tt0088939,Drama
The Boy and the Heron,tt6587046,"Adventure, Animation, Fantasy, Drama"
Elemental,tt15789038,"Animation, Comedy, Family, Romance, Adventure, Fantasy"
Nimona,tt19500164,"Adventure, Animation, Action, Comedy"
Robot Dreams,tt13429870,"Family, Animation, Drama, Comedy"
Spider-Man: Across the Spider-Verse,tt9362722,"Animation, Action, Family, Adventure, Fantasy"
El Conde,tt21113540,"Fantasy, History, Comedy, Horror"
Napoleon,tt13287846,"Adventure, Action, Biography"
The Zone of Interest,tt7160372,"War, Drama, History"
Bobi Wine: The People's President,tt21376900,Documentary
The Eternal Memory,tt24082488,Documentary
Four Daughters,tt27502426,Documentary
To Kill a Tiger,tt21688772,Documentary
20 Days in Mariupol,tt24082438,"War, Documentary"
The ABCs of Book Banning,tt29361805,"Documentary, Short"
The Barber of Little Rock,tt28627868,"Documentary, Short"
Island in Between,tt30523942,"Documentary, Short"
The Last Repair Shop,tt29118186,"Music, Documentary, Short"
Nai Nai & Wài Pó,tt26218316,"Drama, Documentary, Comedy, Short"
Io Capitano,tt14225838,Drama
Perfect Days,tt27503384,Drama
Society of the Snow,tt16277242,"Drama, History, Thriller, Biography, Adventure"
The Teachers' Lounge,tt26612950,Drama
Golda,tt14454876,"Biography, War, Drama, History"
Indiana Jones and the Dial of Destiny,tt1462764,"Adventure, Action, Sci-Fi"
Flamin' Hot,tt8105234,"Biography, Drama, History"
American Symphony,tt28865980,"Biography, Documentary, Music"
Past Lives,tt13238346,"Drama, Romance"
Letter to a Pig,tt10346066,"Animation, Short"
Ninety-Five Senses,tt11020596,"Animation, Drama, Short"
Our Uniform,tt28058015,"Animation, Short"
Pachyderme,tt20862526,"Animation, Drama, Short"
WAR IS OVER! Inspired by the Music of John & Yoko,tt29795707,"War, Animation, Short"
The After,tt28532006,"Drama, Short"
Invincible,tt6741278,"Animation, Drama, Action, Thriller, Adventure, Fantasy, Sci-Fi"
Knight of Fortune,tt26600054,"Drama, Short"
"Red, White and Blue",tt1465505,"Thriller, Drama"
The Wonderful Story of Henry Sugar,tt16968450,"Adventure, Drama, Short, Comedy"
The Creator,tt11858890,"Adventure, Action, Drama, Sci-Fi"
Mission: Impossible - Dead Reckoning Part One,tt9603212,"Adventure, Action, Thriller"
Godzilla Minus One,tt23289160,"Adventure, Action, Drama"
Guardians of the Galaxy Vol. 3,tt6791350,"Adventure, Action, Comedy, Sci-Fi"
May December,tt13651794,Drama
The Brutalist,tt8999762,Drama
A Complete Unknown,tt11563598,"Biography, Drama, Music"
Sing Sing,tt28479262,Drama
Conclave,tt20215234,"Thriller, Drama"
The Apprentice,tt8368368,"Biography, Drama, History"
Anora,tt28607951,"Drama, Comedy, Romance"
A Real Pain,tt21823606,"Drama, Comedy"
Wicked,tt1262426,"Fantasy, Musical, Romance"
Emilia Pérez,tt20221436,"Drama, Comedy, Crime, Thriller, Musical"
The Substance,tt17526714,"Horror, Drama, Sci-Fi"
I'm Still Here,tt14961016,"Biography, Drama, History"
Flow,tt4772188,"Adventure, Animation, Fantasy, Family"
Inside Out 2,tt22022452,"Animation, Drama, Comedy, Family, Adventure"
Memoir of a Snail,tt23770030,"Animation, Drama"
Wallace & Gromit: Vengeance Most Fowl,tt17163970,"Adventure, Animation, Family, Comedy"
The Wild Robot,tt29623480,"Animation, Sci-Fi"
Beautiful Men,tt30835281,"Animation, Drama, Short, Comedy"
In the Shadow of the Cypress,tt28768883,"War, Animation, Drama, Short"
Magic Candies,tt31888603,"Fantasy, Animation, Short, Family"
Wander to Wonder,tt28768679,"Thriller, Animation, Short, Comedy"
Yuck!,tt28356173,"Animation, Short, Family"
Dune: Part Two,tt15239678,"Adventure, Action, Drama, Sci-Fi"
Maria,tt22893404,"Biography, Drama, Music"
Nosferatu,tt5040012,"Fantasy, Mystery, Horror"
Gladiator II,tt9218128,"Adventure, Action, Drama"
Black Box Diaries,tt30227076,Documentary
No Other Land,tt30953759,Documentary
Porcelain War,tt30294282,Documentary
Soundtrack to a Coup d'Etat,tt14452174,"Documentary, Music"
Sugarcane,tt30319854,Documentary
Death by Numbers,tt33385063,"Documentary, Short"
"I Am Ready, Warden",tt31556921,"Documentary, Short"
Incident,tt27990245,"Documentary, Short"
Instruments of a Beating Heart,tt32280470,"Music, Documentary, Short"
The Only Girl in the Orchestra,tt29497240,"Music, Documentary, Short"
The Girl with the Needle,tt10236164,"Crime, Drama, History"
The Seed of the Sacred Fig,tt32178949,"Crime, Drama, Thriller"
A Different Man,tt21097228,"Thriller, Drama, Comedy"
The Six Triple Eight,tt24458622,"War, Drama, History"
Elton John: Never Too Late,tt20316978,"Biography, Documentary, Music"
Nickel Boys,tt23055660,Drama
A Lien,tt0078748,"Horror, Sci-Fi"
Anuja,tt27654431,"Drama, Short"
I'm Not a Robot,tt19837932,"Drama, Comedy, Fantasy, Short, Sci-Fi"
The Last Ranger,tt15802124,"Drama, Short"
The Man Who Could Not Remain Silent,tt20519854,"Drama, Short, History"
Alien: Romulus,tt18412256,"Horror, Thriller, Sci-Fi"
Better Man,tt14260836,"Biography, Fantasy, Musical, Music"
Kingdom of the Planet of the Apes,tt11389872,"Drama, Action, Thriller, Adventure, Sci-Fi"
September 5,tt28082769,"Thriller, Drama, History"
